StnID,Lat,Lon,Elev,State/Province,Name,WMO_ID,Sample_Interval (min),UTC_Offset,POR_Date_Range,PCT_POR_Good,Last_Half_POR,PCT_Last_Half_Good,Last_Qtr_POR,PCT_Last_Qtr_Good
USC00255040,42.8299,-98.4710,430.1,NE,LYNCH,,15,-6,19480801-20200803, 90.1%,19840802-20200803, 87.5%,20020803-20200803, 82.3%
USC00255112,41.2629,-96.6945,384.0,NE,MALMO 1 E,,15,-6,19501101-20200801, 90.8%,19850916-20200801, 91.4%,20030223-20200801, 95.2%
USC00255312,40.2161,-100.6301,787.9,NE,MC COOK #2,,15,-6,19670913-20200706, 81.1%,19940208-20200706, 77.5%,20070423-20200706, 83.7%
USC00255700,42.0423,-101.0457,979.9,NE,MULLEN,,15,-7,20091127-20200701, 87.1%,20150315-20200701, 81.8%,20171106-20200701, 74.1%
USC00256386,41.4952,-102.1844,1074.4,NE,OSHKOSH 10 NE,,15,-7,19581101-20200701, 94.6%,19890831-20200701, 93.1%,20050130-20200701, 94.7%
USC00256630,42.1152,-96.7058,408.4,NE,PENDER,,15,-6,19490401-20200806, 91.5%,19841203-20200806, 91.9%,20021005-20200806, 94.2%
USC00256657,41.8550,-98.0747,585.2,NE,PETERSBURG,,15,-6,19881005-20200812, 66.6%,20040908-20200812, 56.5%,20120825-20200812, 98.8%
USC00256720,42.1957,-97.5206,480.1,NE,PIERCE,,15,-6,19480801-20200802, 93.1%,19840801-20200802, 92.6%,20020802-20200802, 91.1%
USC00257351,42.3202,-98.0933,565.4,NE,ROYAL 2SE,,15,-6,19951101-20200803, 94.2%,20080318-20200803, 96.8%,20140526-20200803, 98.8%
USC00257685,41.6677,-96.6688,381.6,NE,SCRIBNER,,15,-6,19480801-20200713, 89.7%,19840722-20200713, 92.5%,20020718-20200713, 94.2%
USC00257800,40.2038,-95.7063,332.2,NE,SHUBERT 2SW,,15,-6,20150824-20200801, 98.4%,20180211-20200801, 96.8%,20190508-20200801, 93.6%
USC00257829,41.1097,-102.9788,1315.2,NE,SIDNEY 2S,,15,-7,20090803-20200701, 79.3%,20150116-20200701, 74.3%,20171008-20200701, 54.7%
USC00258025,41.5673,-98.3943,645.3,NE,SPALDING 8S,,15,-6,19480801-20200708, 92.9%,19840720-20200708, 89.6%,20020714-20200708, 95.8%
USC00258395,40.6661,-96.1891,335.3,NE,SYRACUSE,,15,-6,19480801-20200805, 92.2%,19840803-20200805, 93.7%,20020804-20200805, 93.9%
USC00259050,42.2949,-97.0569,457.2,NE,WAYNE 4 NW,,15,-6,19480801-20200814, 89.8%,19840807-20200814, 92.6%,20020811-20200814, 96.3%
USC00259091,40.9158,-96.1408,388.6,NE,WEEPING WATER 3N,,15,-6,20110413-20200806, 85.9%,20151209-20200806, 81.7%,20180408-20200806, 85.3%
USC00259513,40.9152,-97.5997,491.6,NE,YORK 3N,,15,-6,20080901-20200701, 98.2%,20140801-20200701, 99.8%,20170716-20200701, 99.8%
USC00262557,37.3476,-114.5410,1043.0,NV,ELGIN,,15,-8,19510301-20121213, 61.2%,19820121-20121213, 67.3%,19970703-20121213, 63.2%
USC00262570,40.8602,-115.7426,1595.6,NV,ELKO NWS OFFICE,,15,-8,19991105-20200707, 85.1%,20100307-20200707, 87.8%,20150507-20200707, 93.3%
USC00263512,38.5155,-118.6208,1341.1,NV,HAWTHORNE,,15,-8,19540820-20200701, 40.4%,19870726-20200701, 67.3%,20040112-20200701, 78.9%
USC00264698,40.1700,-118.4776,1211.0,NV,LOVELOCK,,15,-8,19520923-20200706, 91.1%,19860815-20200706, 94.6%,20030726-20200706, 91.8%
USC00265191,38.9547,-119.7758,1435.3,NV,MINDEN,,15,-8,19480701-20200701, 94.2%,19840701-20200701, 94.4%,20020701-20200701, 93.9%
USC00265441,39.3422,-119.8636,2205.2,NV,MT. ROSE - CHRISTMAS TREE,,15,-8,19710101-20200702, 90.0%,19951002-20200702, 88.6%,20080216-20200702, 87.3%
USC00265846,36.5508,-114.4580,381.0,NV,OVERTON,,15,-8,19480801-20150803, 57.8%,19820131-20150803, 61.0%,19981101-20150803, 82.0%
USC00265880,37.2689,-115.1217,1016.2,NV,PAHRANAGAT WILDLIFE REF,,15,-8,19650429-20140306, 86.2%,19891001-20140306, 79.4%,20011218-20140306, 68.2%
USC00266252,37.9338,-114.4522,1825.8,NV,PIOCHE,,15,-8,20100702-20131011, 75.6%,20120220-20131011, 68.9%,20121215-20131011, 56.3%
USC00267192,40.4661,-118.3047,1260.3,NV,RYE PATCH DAM,,15,-8,19480701-20200701, 93.7%,19840701-20200701, 92.1%,20020701-20200701, 93.0%
USC00267369,35.4661,-114.9216,1079.0,NV,SEARCHLIGHT,,15,-8,19480701-20160705, 93.4%,19820703-20160705, 88.6%,19990704-20160705, 81.9%
USC00267612,38.8822,-119.3511,1524.0,NV,SMITH 6 N,,15,-8,19730703-20200210, 90.1%,19961021-20200210, 92.3%,20080616-20200210, 92.2%
USC00267750,38.0405,-114.1800,1813.6,NV,SPRING VALLEY STATE PARK,,15,-8,19770104-20121213, 87.4%,19941224-20121213, 82.8%,20031219-20121213, 79.0%
USC00268822,39.0747,-119.1189,1310.6,NV,WABUSKA 6 SE,,15,-8,19720601-20200711, 90.9%,19960621-20200711, 91.9%,20080701-20200711, 89.6%
USC00268838,39.6915,-119.2900,1219.2,NV,WADSWORTH 4N,,15,-8,19740814-20200702, 91.1%,19970723-20200702, 87.0%,20090111-20200702, 79.3%
USC00270998,43.5984,-71.7185,146.9,NH,BRISTOL,,15,-5,19480501-20181011, 84.9%,19830722-20181011, 78.9%,20010301-20181011, 71.9%
USC00271925,42.8267,-71.4412,64.0,NH,DAME AND DUCHAME WELLS,,15,-5,20160623-20200706, 95.9%,20180630-20200706, 95.9%,20190703-20200706, 91.9%
USC00272174,43.1432,-70.9501,22.9,NH,DURHAM,,15,-5,19480501-20200709, 82.1%,19840604-20200709, 79.7%,20020622-20200709, 68.4%
USC00272842,44.7888,-71.1230,387.1,NH,ERROL,,15,-5,19480501-20140730, 84.9%,19810615-20140730, 72.9%,19980106-20140730, 61.6%
USC00273182,43.4703,-71.6537,137.2,NH,FRANKLIN FALLS DAM,,15,-5,19480501-20200714, 85.4%,19840607-20200714, 73.9%,20020626-20200714, 51.9%
USC00273850,43.7052,-72.2855,178.0,NH,HANOVER,,15,-5,19480601-20200706, 87.4%,19840618-20200706, 81.0%,20020627-20200706, 70.1%
USC00274218,43.1890,-71.7460,131.1,NH,HOPKINTON LAKE,,15,-5,19630627-20190725, 86.9%,19910711-20190725, 76.1%,20050717-20190725, 77.5%
USC00274806,44.2814,-71.8073,211.8,NH,LITTLETON 4,,15,-5,19981021-20200702, 73.2%,20090826-20200702, 88.1%,20150128-20200702, 97.8%
USC00275780,43.4758,-71.1788,195.1,NH,NEW DURHAM 3 NNW,,15,-5,19480501-20190515, 87.2%,19831107-20190515, 77.7%,20010810-20190515, 57.0%
USC00275868,43.3772,-72.1812,234.7,NH,NEWPORT,,15,-5,19691120-20190501, 80.0%,19940810-20190501, 72.8%,20061220-20190501, 75.3%
USC00276234,44.6820,-71.5858,289.6,NH,NORTH STRATFORD,,15,-5,19680918-20190828, 74.8%,19940309-20190828, 57.2%,20061202-20190828, 75.5%
USC00276818,44.2580,-71.2525,617.2,NH,PINKHAM NOTCH,,15,-5,19480501-20200707, 78.2%,19840603-20200707, 68.0%,20020620-20200707, 52.2%
USC00276856,45.0469,-71.3830,405.4,NH,PITTSBURG RESERVOIR,,15,-5,19480501-20200706, 88.0%,19840603-20200706, 79.6%,20020620-20200706, 63.7%
USC00278885,43.9099,-71.8878,216.4,NH,WARREN,,15,-5,19480501-20181101, 80.1%,19830801-20181101, 67.4%,20010317-20181101, 69.6%
USC00281351,38.9534,-74.9361,6.1,NJ,CAPE MAY 2 NW,,15,-5,19480501-20200801, 83.7%,19840616-20200801, 76.1%,20020709-20200801, 70.6%
USC00286964,40.0137,-74.8175,19.2,NJ,PHILADELPHIA/MT. HOLLY WFO,,15,-5,20180427-20190704, 96.5%,20181129-20190704, 94.5%,20190317-20190704, 89.1%
USC00290041,36.2402,-106.4277,1944.6,NM,ABIQUIU DAM,,15,-7,19631002-20200102, 74.8%,19911117-20200102, 51.4%,20051209-20200102, 60.7%
USC00290407,36.3949,-105.2852,2590.8,NM,ANGEL FIRE 1S,,15,-7,19940101-20200601, 80.4%,20070318-20200601, 92.4%,20131024-20200601, 99.0%
USC00290417,31.9380,-108.7688,1371.9,NM,ANIMAS 3ESE,,15,-7,19700101-20200728, 90.7%,19950415-20200728, 87.7%,20071206-20200728, 93.8%
USC00290600,32.8333,-104.4000,1033.9,NM,ARTESIA,,15,-7,19471001-20200402, 95.3%,19840101-20200402, 93.7%,20020215-20200402, 89.3%
USC00290640,34.0750,-107.6211,2133.6,NM,AUGUSTINE 2E,,15,-7,19471001-20200710, 92.5%,19840219-20200710, 93.9%,20020430-20200710, 94.7%
USC00290818,33.4286,-108.1000,2033.0,NM,BEAVERHEAD R/S,,15,-7,19480701-20200106, 82.2%,19840403-20200106, 77.6%,20020218-20200106, 64.9%
USC00291120,33.4486,-105.6847,2150.4,NM,BONITO DAM,,15,-7,19471001-20200701, 91.9%,19840215-20200701, 92.3%,20020424-20200701, 90.2%
USC00291286,32.8965,-107.3077,1292.0,NM,CABALLO DAM,,15,-7,19471001-20200803, 93.9%,19840302-20200803, 89.5%,20020518-20200803, 87.9%
USC00291440,33.5311,-105.5947,1975.1,NM,CAPITAN,,15,-7,19760109-20150814, 91.3%,19951027-20150814, 86.9%,20050919-20150814, 86.6%
USC00291445,33.3433,-103.6783,1325.9,NM,CAPROCK,,15,-7,20070701-20200302, 85.7%,20131031-20200302, 87.8%,20161231-20200302, 90.8%
USC00291469,32.3479,-104.2224,951.0,NM,CARLSBAD,,15,-7,19471001-20200514, 91.0%,19840122-20200514, 85.1%,20020319-20200514, 79.3%
USC00291963,34.5988,-103.2161,1351.8,NM,CLOVIS 13 N,,15,-7,19490701-20200708, 95.1%,19850103-20200708, 92.7%,20021006-20200708, 90.1%
USC00291982,35.6413,-106.3322,1694.7,NM,COCHITI DAM,,15,-7,19670501-20200506, 87.5%,19931102-20200506, 78.9%,20070203-20200506, 73.4%
USC00292030,35.4072,-104.1905,1293.6,NM,CONCHAS DAM,,15,-7,19471001-20200701, 93.0%,19840215-20200701, 89.9%,20020424-20200701, 84.4%
USC00292100,35.2488,-106.5950,1531.9,NM,CORRALES,,15,-7,19821106-20200701, 76.3%,20010903-20200701, 76.3%,20110201-20200701, 79.4%
USC00292241,35.9951,-106.9704,2105.6,NM,CUBA,,15,-7,19700701-20150806, 85.6%,19930117-20150806, 78.6%,20040427-20150806, 63.7%
USC00292250,35.0883,-107.5177,1888.2,NM,CUBERO,,15,-7,19770101-20200702, 95.3%,19981002-20200702, 94.9%,20090817-20200702, 96.0%
USC00292510,35.1841,-105.0569,1569.7,NM,DILIA,,15,-7,19471001-20190906, 90.2%,19830918-20190906, 87.3%,20010911-20190906, 81.9%
USC00292665,34.4691,-105.3975,1915.7,NM,DURAN,,15,-7,19471001-20200704, 94.6%,19840216-20200704, 92.5%,20020426-20200704, 92.1%
USC00292700,36.5575,-105.2627,2523.7,NM,EAGLE NEST,,15,-7,19471001-20200701, 85.8%,19840215-20200701, 80.8%,20020424-20200701, 67.5%
USC00292837,36.5927,-106.7300,2054.4,NM,EL VADO DAM,,15,-7,19471001-20190204, 94.5%,19830603-20190204, 91.1%,20010404-20190204, 87.7%
USC00293142,36.6897,-108.3086,1714.5,NM,FARMINGTON AG SCIENCE CNT,,15,-7,19780401-20200702, 91.3%,19990517-20200702, 87.6%,20091208-20200702, 80.1%
USC00294009,32.9202,-107.5656,1605.4,NM,HILLSBORO,,15,-7,19471001-20200801, 94.6%,19840301-20200801, 96.2%,20020517-20200801, 94.5%
USC00294030,32.7125,-103.3538,1169.2,NM,HOBBS 13W,,15,-7,19961101-20191018, 75.2%,20080425-20191018, 66.8%,20140120-20191018, 83.8%
USC00294089,33.3802,-105.2544,1606.3,NM,HONDO 1SE,,15,-7,19471001-20150814, 94.2%,19810906-20150814, 92.4%,19980825-20150814, 90.1%
USC00294112,32.8095,-104.7379,1245.1,NM,HOPE,,15,-7,19650502-20200503, 80.9%,19921101-20200503, 64.4%,20060802-20200503, 83.1%
USC00294366,35.3886,-106.5438,1642.3,NM,JEMEZ DAM,,15,-7,19531001-20200504, 89.7%,19870117-20200504, 83.1%,20030910-20200504, 74.0%
USC00294426,32.6161,-106.7404,1316.1,NM,JORNADA EXP RANGE,,15,-7,19471101-20200803, 96.3%,19840318-20200803, 96.3%,20020526-20200803, 97.1%
USC00294862,35.5677,-105.2130,1935.2,NM,LAS VEGAS WASTE WATER PLANT,,15,-7,19830616-20190424, 81.4%,20010520-20190424, 68.1%,20100507-20190424, 45.8%
USC00295370,32.8568,-103.7624,1266.1,NM,MALJAMAR,,15,-7,19480201-20121106, 90.0%,19800619-20121106, 85.8%,19960828-20121106, 74.7%
USC00296041,36.0763,-108.8580,2854.1,NM,NARBONA PASS,,15,-7,20070103-20200602, 71.7%,20130917-20200602, 87.2%,20170124-20200602, 84.4%
USC00296275,36.1838,-105.0608,2333.2,NM,OCATE 2 NW,,15,-7,19600826-20200708, 96.3%,19900802-20200708, 94.9%,20050720-20200708, 96.3%
USC00296435,32.3788,-106.0924,1286.6,NM,OROGRANDE,,15,-7,19471101-20160218, 90.7%,19811225-20160218, 90.4%,19990121-20160218, 85.5%
USC00296676,35.5488,-105.6886,2096.4,NM,PECOS NATIONAL MONUMENT,,15,-7,20170222-20200702, 73.4%,20181028-20200702, 99.8%,20190830-20200702, 99.7%
USC00296812,34.4930,-107.8883,2426.5,NM,PIETOWN 19NE,,15,-7,19880901-20200602, 86.2%,20040717-20200602, 84.0%,20120624-20200602, 85.4%
USC00297094,34.4208,-105.8913,1919.3,NM,PROGRESSO,,15,-7,19471101-20181030, 90.8%,19830501-20181030, 83.9%,20010129-20181030, 71.4%
USC00297180,34.3447,-108.4922,2096.4,NM,QUEMADO,,15,-7,20020301-20200403, 84.8%,20110318-20200403, 88.1%,20150925-20200403, 83.9%
USC00297279,36.9194,-104.4325,2112.9,NM,RATON FILTER PLANT,,15,-7,19530902-20200422, 73.5%,19861227-20200422, 82.9%,20030825-20200422, 77.2%
USC00297423,33.7527,-107.2094,1661.2,NM,RIENHARDT RANCH,,15,-7,19511001-20190711, 90.6%,19850820-20190711, 82.3%,20020731-20190711, 70.3%
USC00297614,33.3075,-104.5280,1112.2,NM,ROSWELL 2 S,,15,-7,20031201-20170709, 80.8%,20100919-20170709, 88.4%,20140212-20170709, 96.6%
USC00297638,35.9331,-104.1375,1750.5,NM,ROY,,15,-7,19471101-20170405, 87.5%,19820719-20170405, 79.8%,19991126-20170405, 64.0%
USC00297649,33.3677,-105.6611,2112.3,NM,RUIDOSO,,15,-7,19471101-20150814, 80.6%,19810922-20150814, 66.1%,19980902-20150814, 75.3%
USC00297736,32.7909,-105.5606,2250.0,NM,SACRAMENTO # 2,,15,-7,19741120-20200804, 90.5%,19970927-20200804, 85.4%,20090301-20200804, 95.0%
USC00298085,35.6194,-105.9753,2059.2,NM,SANTA FE 2,,15,-7,19720322-20200701, 93.4%,19960511-20200701, 93.3%,20080605-20200701, 94.4%
USC00298127,31.8727,-106.6980,1252.4,NM,SANTA TERESA AIRPORT,,15,-7,20020301-20200801, 95.9%,20110517-20200801, 97.8%,20151224-20200801, 98.2%
USC00298387,34.0605,-106.8842,1399.9,NM,SOCORRO,,15,-7,19480701-20200706, 92.8%,19840703-20200706, 87.4%,20020705-20200706, 80.2%
USC00298501,36.3627,-104.5849,1794.7,NM,SPRINGER,,15,-7,19471101-20200401, 88.1%,19840116-20200401, 79.4%,20020222-20200401, 66.0%
USC00298518,35.1766,-105.9438,1943.1,NM,STANLEY 2 NNE,,15,-7,19541201-20191215, 89.9%,19870608-20191215, 82.1%,20030911-20191215, 84.6%
USC00298535,32.2823,-106.7598,1184.5,NM,STATE UNIVERSITY,,15,-7,19590401-20200801, 94.0%,19891130-20200801, 89.9%,20050401-20200801, 94.5%
USC00298596,34.6033,-104.3811,1312.5,NM,SUMNER LAKE,,15,-7,19750101-20200706, 85.8%,19971003-20200706, 75.1%,20090218-20200706, 90.8%
USC00298834,35.3000,-108.1472,2263.1,NM,THOREAU 12 SE,,15,-7,19940701-20151124, 88.0%,20050313-20151124, 83.9%,20100719-20151124, 74.9%
USC00299031,35.7991,-107.1813,2042.2,NM,TORREON NAVAJO MISSION,,15,-7,19610121-20200701, 95.1%,19901011-20200701, 92.1%,20050821-20200701, 92.9%
USC00299156,35.2005,-103.6866,1245.4,NM,TUCUMCARI 4 NE,,15,-7,19471101-20200701, 93.2%,19840301-20200701, 91.2%,20020501-20200701, 89.0%
USC00299569,32.3779,-103.7987,1039.7,NM,WASTE ISOLT'N PILOT PLT,,15,-7,19860901-20200504, 90.6%,20030703-20200504, 85.0%,20111203-20200504, 92.0%
USC00299686,32.7822,-106.1759,1221.0,NM,WHITE SANDS NATL MON,,15,-7,19471101-20200812, 94.3%,19840322-20200812, 92.1%,20020602-20200812, 90.2%
USW00093044,35.1000,-108.7833,1962.9,NM,ZUNI CAA,,15,-7,19490301-20200102, 66.8%,19840801-20200102, 89.5%,20020417-20200102, 82.0%
USW00014743,44.5772,-75.1097,136.6,NY,CANTON 4 SE,,15,-5,19480501-20200203, 88.9%,19840318-20200203, 84.6%,20020224-20200203, 76.2%
USC00301265,42.9480,-76.7342,115.8,NY,CAYUGA LOCK NO 1,,15,-5,19791019-20200203, 74.4%,19991211-20200203, 63.9%,20100106-20200203, 81.2%
USC00301708,43.3203,-73.9256,246.3,NY,CONKLINGVILLE DAM,,15,-5,19500201-20170718, 82.5%,19831025-20170718, 76.2%,20000905-20170718, 55.3%
USC00302454,42.3328,-75.2298,352.0,NY,EAST SIDNEY,,15,-5,19500401-20200302, 84.6%,19850317-20200302, 79.0%,20020908-20200302, 61.7%
USC00302953,42.9383,-74.6228,93.0,NY,FORT PLAIN,,15,-5,19491001-20170407, 83.9%,19830705-20170407, 72.2%,20000521-20170407, 50.6%
USC00303033,42.4496,-79.3119,231.6,NY,FREDONIA,,15,-5,19770701-20111109, 78.6%,19940904-20111109, 84.4%,20030407-20111109, 75.8%
USC00303184,42.8766,-77.0307,218.8,NY,GENEVA RESEARCH FARM,,15,-5,19680501-20200702, 88.8%,19940601-20200702, 88.4%,20070617-20200702, 88.3%
USC00303773,42.7743,-77.6083,274.9,NY,HEMLOCK,,15,-5,20150119-20180420, 48.9%,20160903-20180420, 97.3%,20170627-20180420, 99.7%
USC00303851,43.5752,-75.5207,537.4,NY,HIGHMARKET,,15,-5,19680901-20200501, 88.7%,19940702-20200501, 91.7%,20070601-20200501, 88.3%
USC00303983,42.3488,-77.7044,403.9,NY,HORNELL ALMOND DAM,,15,-5,19500209-20200803, 88.4%,19850507-20200803, 83.0%,20021220-20200803, 75.8%
USC00304025,42.2475,-73.7922,9.1,NY,HUDSON CORRECTIONAL FACILITY,,15,-5,19570301-20170103, 43.1%,19870201-20170103, 68.4%,20020117-20170103, 44.8%
USC00304102,43.7548,-74.2756,509.0,NY,INDIAN LAKE 2SW,,15,-5,19480501-20171114, 75.3%,19830206-20171114, 72.9%,20000626-20171114, 59.2%
USC00304174,42.4492,-76.4491,292.6,NY,ITHACA CORNELL UNIV,,15,-5,19480501-20200304, 86.7%,19840402-20200304, 78.4%,20020319-20200304, 72.8%
USC00304207,42.1100,-79.1591,381.0,NY,JAMESTOWN 4 ENE,,15,-5,19600909-20200515, 67.9%,19900713-20200515, 86.8%,20050613-20200515, 83.6%
USC00304555,44.3042,-73.9839,575.5,NY,LAKE PLACID 2 S,,15,-5,19480501-20200102, 82.6%,19840302-20200102, 80.1%,20020131-20200102, 67.6%
USC00304912,43.7929,-75.4829,263.0,NY,LOWVILLE,,15,-5,19870414-20200701, 88.2%,20031122-20200701, 81.0%,20120312-20200701, 96.8%
USC00305426,41.7681,-74.1550,379.5,NY,MOHONK LAKE,,15,-5,20120118-20171101, 50.5%,20141210-20171101, 62.9%,20160521-20171101, 99.2%
USC00305435,41.6667,-74.7833,338.9,NY,MONGAUP VALLEY,,15,-5,19740901-20200803, 69.0%,19970817-20200803, 53.5%,20090208-20200803, 76.6%
USC00305597,42.7313,-77.9054,268.2,NY,MOUNT MORRIS 2 W,,15,-5,19500609-20200304, 90.1%,19850421-20200304, 90.4%,20020927-20200304, 88.7%
USC00306314,43.4499,-76.5369,98.8,NY,OSWEGO,,15,-5,19480501-20200123, 90.2%,19840312-20200123, 89.2%,20020216-20200123, 89.0%
USC00306623,43.4614,-74.5231,527.3,NY,PISECO,,15,-5,19481001-20110331, 78.5%,19791231-20110331, 71.6%,19950815-20110331, 58.3%
USC00306747,42.3717,-79.4866,246.3,NY,PORTLAND1 SW,,15,-5,20111111-20200701, 95.7%,20160306-20200701, 94.6%,20180504-20200701, 89.5%
USC00306825,41.7167,-73.9333,15.2,NY,POUGHKEEPSIE 1 N,,15,-5,19530219-20140620, 70.3%,19831020-20140620, 62.0%,19990218-20140620, 59.5%
USC00307549,43.1131,-73.5775,36.6,NY,SCHUYLERVILLE,,15,-5,19480501-20140624, 81.1%,19810528-20140624, 66.6%,19971210-20140624, 49.9%
USC00308248,43.8999,-75.0367,515.1,NY,STILLWATER RESERVOIR,,15,-5,19480501-20151019, 82.3%,19820124-20151019, 69.8%,19981206-20151019, 50.5%
USC00308290,43.8389,-76.2675,76.2,NY,STONY POINT 2E,,15,-5,19780701-20100804, 84.6%,19940718-20100804, 85.5%,20020726-20100804, 84.0%
USC00308507,43.8468,-73.4281,96.0,NY,TICONDEROGA B MILL,,15,-5,19610101-20200116, 77.6%,19900710-20200116, 74.1%,20050413-20200116, 81.2%
USC00308586,42.9464,-74.2886,91.4,NY,TRIBES HILL,,15,-5,19480501-20170404, 85.4%,19821017-20170404, 73.3%,20000110-20170404, 61.3%
USC00308839,43.0044,-77.4473,179.2,NY,VICTOR 2NW,,15,-5,19480501-20200701, 38.2%,19840531-20200701, 72.1%,20020616-20200701, 53.2%
USC00308910,42.7392,-78.5878,345.9,NY,WALES,,15,-5,19480701-20200331, 89.5%,19840516-20200331, 90.1%,20020423-20200331, 89.3%
USC00308944,44.1480,-74.9003,460.2,NY,WANAKENA RNGR SCHOOL,,15,-5,19480501-20130415, 87.1%,19801022-20130415, 82.6%,19970117-20130415, 83.3%
USC00309000,43.9761,-75.8753,151.5,NY,WATERTOWN,,15,-5,19480501-20200701, 91.5%,19840531-20200701, 87.3%,20020616-20200701, 84.5%
USC00309072,42.1173,-77.9475,460.2,NY,WELLSVILLE,,15,-5,19551201-20200501, 92.4%,19880215-20200501, 92.3%,20040324-20200501, 94.2%
USC00309374,44.8418,-74.2828,226.2,NY,WHIPPLEVILLE 2NW,,15,-5,19480501-20191202, 90.4%,19840215-20191202, 92.9%,20020108-20191202, 95.1%
USC00309389,43.5575,-73.4011,36.3,NY,WHITEHALL,,15,-5,19480501-20161202, 89.7%,19820817-20161202, 83.2%,19991010-20161202, 81.8%
USC00309442,42.3419,-75.9653,317.0,NY,WHITNEY POINT DAM,,15,-5,19480501-20200520, 88.3%,19840510-20200520, 82.7%,20020515-20200520, 69.7%
USW00013872,35.5954,-82.5568,682.1,NC,ASHEVILLE,,15,-5,20190829-20200731,100.0%,20200213-20200731, 99.4%,20200507-20200731, 98.8%
USC00310312,35.8922,-81.9352,571.5,NC,ASHFORD,,15,-5,19480601-20190301, 80.6%,19831016-20190301, 86.1%,20010623-20190301, 95.3%
USC00310438,35.4591,-80.1827,182.9,NC,BADIN,,15,-5,19480401-20200616, 89.8%,19840509-20200616, 81.1%,20020528-20200616, 79.8%
USC00310750,35.6542,-79.0706,94.5,NC,B. EVERETT JORDAN DAM,,15,-5,19780701-20200610, 68.1%,19990621-20200610, 65.9%,20091215-20200610, 96.1%
USC00311241,36.0936,-79.4321,195.1,NC,BURLINGTON,,15,-5,19480601-20200616, 80.9%,19840608-20200616, 81.8%,20020612-20200616, 81.0%
USC00311515,35.3333,-79.4000,177.1,NC,CARTHAGE 1 SSE,,15,-5,19580314-20200618, 81.6%,19890501-20200618, 79.2%,20041123-20200618, 74.6%
USC00311881,35.0251,-78.2760,48.2,NC,CLINTON 2 NE,,15,-5,19710201-20200610, 79.5%,19951006-20200610, 71.4%,20080207-20200610, 80.3%
USC00312631,36.4742,-79.7433,206.7,NC,EDEN,,15,-5,19691001-20200701, 78.7%,19950215-20200701, 77.8%,20071024-20200701, 91.0%
USC00312719,36.3096,-76.2050,2.4,NC,ELIZABETH CITY,,15,-5,19541119-20200506, 75.5%,19870813-20200506, 58.1%,20031224-20200506, 46.3%
USC00312732,34.6272,-78.6113,36.6,NC,ELIZABETHTOWN,,15,-5,19480601-20200228, 82.4%,19840415-20200228, 74.4%,20020323-20200228, 69.4%
USC00313017,35.0591,-78.8588,29.3,NC,FAYETTEVILLE (PWC),,15,-5,19720701-20200618, 88.1%,19960624-20200618, 92.2%,20080621-20200618, 96.3%
USC00313638,35.6400,-77.3984,9.8,NC,GREENVILLE,,15,-5,19551011-20200706, 79.1%,19880222-20200706, 77.8%,20040429-20200706, 91.4%
USC00314675,36.2838,-80.3624,268.2,NC,KING,,15,-5,19990701-20200701, 86.3%,20091230-20200701, 80.1%,20150401-20200701, 93.0%
USC00314764,35.4204,-82.1875,317.0,NC,LAKE LURE 2,,15,-5,19480601-20200802, 72.9%,19840702-20200802, 84.3%,20020718-20200802, 91.0%
USC00314860,34.7502,-79.4663,64.0,NC,LAURINBURG,,15,-5,19480601-20200618, 88.5%,19840609-20200618, 87.0%,20020614-20200618, 80.7%
USC00314970,35.8457,-80.2599,231.6,NC,LEXINGTON,,15,-5,19791201-20200616, 81.5%,20000309-20200616, 78.3%,20100428-20200616, 86.0%
USW00013766,35.9173,-75.7000,4.0,NC,MANTEO AIRPORT,,15,-5,19820401-20200708, 60.5%,20010520-20200708, 83.8%,20101213-20200708, 93.3%
USC00315814,35.5938,-80.8391,265.2,NC,MOORESVILLE 2 WNW,,15,-5,19490301-20200801, 90.4%,19841115-20200801, 88.4%,20020923-20200801, 90.0%
USC00315830,34.7336,-76.7357,3.0,NC,MOREHEAD CITY 2 WNW,,15,-5,19480601-20200702, 84.9%,19840616-20200702, 76.8%,20020624-20200702, 91.0%
USC00315890,36.4962,-80.6523,329.2,NC,MOUNT AIRY 2 W,,15,-5,20060505-20200701, 89.9%,20130602-20200701, 89.8%,20161216-20200701, 86.0%
USC00315945,35.4116,-80.4308,225.6,NC,MOUNT PLEASANT,,15,-5,19480601-20200805, 91.9%,19840703-20200805, 89.3%,20020720-20200805, 87.3%
USC00316096,34.7763,-76.8770,9.1,NC,NEWPORT/MOREHEAD CITY WFO,,15,-5,20000730-20200706, 53.1%,20100718-20200706, 97.3%,20150712-20200706, 98.8%
USC00316256,36.1638,-81.1536,341.4,NC,NORTH WILKESBORO,,15,-5,20070523-20190910, 91.6%,20130716-20190910, 89.6%,20160812-20190910, 81.7%
USC00316349,35.1075,-75.9872,1.2,NC,OCRACOKE,,15,-5,20040201-20160901, 51.2%,20100518-20160901, 84.9%,20130710-20160901, 77.3%
USC00317079,35.7908,-78.6988,121.9,NC,RALEIGH STATE UNIV,,15,-5,19480601-20200610, 74.6%,19840605-20200610, 52.8%,20020608-20200610, 75.3%
USC00317319,36.4789,-77.6714,64.0,NC,ROANOKE RAPIDS,,15,-5,19710901-20200619, 72.8%,19960125-20200619, 66.7%,20080407-20200619, 61.3%
USC00317324,36.4087,-80.9954,859.5,NC,ROARING GAP 1 NW,,15,-5,19421001-20180116, 89.8%,19800524-20180116, 83.8%,19990321-20180116, 84.4%
