StnID,Lat,Lon,Elev,State/Province,Name,WMO_ID,Sample_Interval (min),UTC_Offset,POR_Date_Range,PCT_POR_Good,Last_Half_POR,PCT_Last_Half_Good,Last_Qtr_POR,PCT_Last_Qtr_Good
USC00294009,32.9202,-107.5656,1605.4,NM,HILLSBORO,,15,-7,19471001-20210201, 94.6%,19840601-20210201, 96.3%,20021002-20210201, 94.6%
USC00294030,32.7125,-103.3538,1169.2,NM,HOBBS 13W,,15,-7,19961101-20201231, 83.5%,20081201-20201231, 85.5%,20141216-20201231, 84.1%
USC00294089,33.3802,-105.2544,1606.3,NM,HONDO 1SE,,15,-7,19471001-20150814, 94.4%,19810906-20150814, 92.8%,19980825-20150814, 90.9%
USC00294112,32.8095,-104.7379,1245.1,NM,HOPE,,15,-7,19650502-20210107, 81.6%,19930305-20210107, 65.7%,20070205-20210107, 86.9%
USC00294366,35.3886,-106.5438,1642.3,NM,JEMEZ DAM,,15,-7,19531001-20201120, 89.9%,19870427-20201120, 83.3%,20040207-20201120, 74.6%
USC00294426,32.6161,-106.7404,1316.1,NM,JORNADA EXP RANGE,,15,-7,19471101-20210201, 96.4%,19840617-20210201, 96.5%,20021010-20210201, 97.8%
USC00294862,35.5677,-105.2130,1935.2,NM,LAS VEGAS WASTE WATER PLANT,,15,-7,19830616-20200929, 79.1%,20020206-20200929, 63.3%,20110604-20200929, 39.7%
USC00295370,32.8568,-103.7624,1266.1,NM,MALJAMAR,,15,-7,19480201-20121106, 90.5%,19800619-20121106, 86.8%,19960828-20121106, 76.9%
USC00296041,36.0763,-108.8580,2854.1,NM,NARBONA PASS,,15,-7,20070103-20201231, 73.1%,20140101-20201231, 87.7%,20170702-20201231, 83.5%
USC00296275,36.1838,-105.0608,2333.2,NM,OCATE 2 NW,,15,-7,19600826-20210104, 96.8%,19901031-20210104, 95.9%,20051202-20210104, 98.4%
USC00296435,32.3788,-106.0924,1286.6,NM,OROGRANDE,,15,-7,19471101-20160218, 90.7%,19811225-20160218, 90.5%,19990121-20160218, 85.6%
USC00296676,35.5488,-105.6886,2096.4,NM,PECOS NATIONAL MONUMENT,,15,-7,20170222-20210106, 77.0%,20190130-20210106, 99.9%,20200118-20210106, 99.7%
USC00296812,34.4930,-107.8883,2426.5,NM,PIETOWN 19NE,,15,-7,19880901-20200703, 86.4%,20040802-20200703, 84.4%,20120718-20200703, 87.1%
USC00297094,34.4208,-105.8913,1919.3,NM,PROGRESSO,,15,-7,19471101-20181030, 91.0%,19830501-20181030, 84.4%,20010129-20181030, 72.3%
USC00297180,34.3447,-108.4922,2096.4,NM,QUEMADO,,15,-7,20020301-20201231, 84.2%,20110801-20201231, 87.1%,20160416-20201231, 78.0%
USC00297279,36.9194,-104.4325,2112.9,NM,RATON FILTER PLANT,,15,-7,19530902-20210121, 74.0%,19870513-20210121, 83.6%,20040317-20210121, 81.1%
USC00297423,33.7527,-107.2094,1661.2,NM,RIENHARDT RANCH,,15,-7,19511001-20190711, 91.0%,19850820-20190711, 83.1%,20020731-20190711, 72.0%
USC00297614,33.3075,-104.5280,1112.2,NM,ROSWELL 2 S,,15,-7,20031201-20170709, 82.0%,20100919-20170709, 90.7%,20140212-20170709, 96.6%
USC00297638,35.9331,-104.1375,1750.5,NM,ROY,,15,-7,19471101-20170405, 87.9%,19820719-20170405, 80.6%,19991126-20170405, 65.6%
USC00297649,33.3677,-105.6611,2112.3,NM,RUIDOSO,,15,-7,19471101-20150814, 80.6%,19810922-20150814, 66.1%,19980902-20150814, 75.4%
USC00297736,32.7909,-105.5606,2250.0,NM,SACRAMENTO # 2,,15,-7,19741120-20210219, 90.8%,19980104-20210219, 85.9%,20090728-20210219, 95.9%
USC00298085,35.6194,-105.9753,2059.2,NM,SANTA FE 2,,15,-7,19720322-20210104, 94.0%,19960813-20210104, 94.6%,20081024-20210104, 97.0%
USC00298127,31.8727,-106.6980,1252.4,NM,SANTA TERESA AIRPORT,,15,-7,20020301-20210201, 96.9%,20110817-20210201,100.0%,20160510-20210201, 99.9%
USC00298387,34.0605,-106.8842,1399.9,NM,SOCORRO,,15,-7,19480701-20210111, 93.2%,19841006-20210111, 88.0%,20021124-20210111, 81.8%
USC00298501,36.3627,-104.5849,1794.7,NM,SPRINGER,,15,-7,19471101-20200401, 88.6%,19840116-20200401, 80.5%,20020222-20200401, 68.1%
USC00298518,35.1766,-105.9438,1943.1,NM,STANLEY 2 NNE,,15,-7,19541201-20201231, 89.7%,19871216-20201231, 81.8%,20040623-20201231, 84.0%
USC00298535,32.2823,-106.7598,1184.5,NM,STATE UNIVERSITY,,15,-7,19590401-20210201, 94.2%,19900302-20210201, 90.6%,20050817-20210201, 95.1%
USC00298596,34.6033,-104.3811,1312.5,NM,SUMNER LAKE,,15,-7,19750101-20210106, 86.2%,19980103-20210106, 75.9%,20090706-20210106, 93.2%
USC00298834,35.3000,-108.1472,2263.1,NM,THOREAU 12 SE,,15,-7,19940701-20151124, 89.1%,20050313-20151124, 86.1%,20100719-20151124, 79.3%
USC00299031,35.7991,-107.1813,2042.2,NM,TORREON NAVAJO MISSION,,15,-7,19610121-20201231, 95.2%,19910111-20201231, 92.7%,20060105-20201231, 93.5%
USC00299156,35.2005,-103.6866,1245.4,NM,TUCUMCARI 4 NE,,15,-7,19471101-20210101, 93.4%,19840601-20210101, 91.5%,20020916-20210101, 89.5%
USC00299569,32.3779,-103.7987,1039.7,NM,WASTE ISOLT'N PILOT PLT,,15,-7,19860901-20210104, 91.4%,20031103-20210104, 86.6%,20120604-20210104, 95.0%
USC00299686,32.7822,-106.1759,1221.0,NM,WHITE SANDS NATL MON,,15,-7,19471101-20210223, 94.8%,19840628-20210223, 93.1%,20021026-20210223, 92.6%
USW00093044,35.1000,-108.7833,1962.9,NM,ZUNI CAA,,15,-7,19490301-20200102, 67.0%,19840801-20200102, 90.0%,20020417-20200102, 82.9%
USW00014743,44.5772,-75.1097,136.6,NY,CANTON 4 SE,,15,-5,19480501-20201204, 88.6%,19840817-20201204, 84.1%,20021011-20201204, 76.4%
USC00301265,42.9480,-76.7342,115.8,NY,CAYUGA LOCK NO 1,,15,-5,19791019-20201204, 75.4%,20000512-20201204, 66.9%,20100823-20201204, 83.3%
USC00301708,43.3203,-73.9256,246.3,NY,CONKLINGVILLE DAM,,15,-5,19500201-20170718, 84.2%,19831025-20170718, 79.7%,20000905-20170718, 62.3%
USC00302454,42.3328,-75.2298,352.0,NY,EAST SIDNEY,,15,-5,19500401-20210210, 84.5%,19850905-20210210, 78.9%,20030525-20210210, 61.8%
USC00302953,42.9383,-74.6228,93.0,NY,FORT PLAIN,,15,-5,19491001-20170407, 86.4%,19830705-20170407, 77.1%,20000521-20170407, 60.5%
USC00303033,42.4496,-79.3119,231.6,NY,FREDONIA,,15,-5,19770701-20111109, 83.3%,19940904-20111109, 93.8%,20030407-20111109, 94.7%
USC00303184,42.8766,-77.0307,218.8,NY,GENEVA RESEARCH FARM,,15,-5,19680501-20210204, 89.5%,19940918-20210204, 90.0%,20071127-20210204, 90.8%
USC00303773,42.7743,-77.6083,274.9,NY,HEMLOCK,,15,-5,20150119-20201231, 71.9%,20180109-20201231, 99.5%,20190706-20201231, 99.8%
USC00303851,43.6051,-75.5544,549.9,NY,HIGHMARKET 2W,,15,-5,19680901-20210101, 89.1%,19941101-20210101, 92.3%,20071202-20210101, 93.4%
USC00303983,42.3488,-77.7044,403.9,NY,HORNELL ALMOND DAM,,15,-5,19500209-20210101, 89.0%,19850722-20210101, 84.1%,20030412-20210101, 78.0%
USC00304025,42.2475,-73.7922,9.1,NY,HUDSON CORRECTIONAL FACILITY,,15,-5,19570301-20170103, 44.0%,19870201-20170103, 70.2%,20020117-20170103, 48.5%
USC00304102,43.7548,-74.2756,509.0,NY,INDIAN LAKE 2SW,,15,-5,19480501-20171114, 75.4%,19830206-20171114, 73.1%,20000626-20171114, 59.5%
USC00304174,42.4492,-76.4491,292.6,NY,ITHACA CORNELL UNIV,,15,-5,19480501-20210213, 86.4%,19840922-20210213, 77.6%,20021203-20210213, 71.9%
USC00304207,42.1100,-79.1591,381.0,NY,JAMESTOWN 4 ENE,,15,-5,19600909-20210201, 68.8%,19901121-20210201, 88.0%,20051227-20210201, 85.9%
USC00304555,44.3042,-73.9839,575.5,NY,LAKE PLACID 2 S,,15,-5,19480501-20200904, 83.5%,19840703-20200904, 82.3%,20020804-20200904, 71.3%
USC00304912,43.7929,-75.4829,263.0,NY,LOWVILLE,,15,-5,19870414-20210202, 88.9%,20040309-20210202, 82.9%,20120821-20210202, 96.9%
USC00305426,41.7681,-74.1550,379.5,NY,MOHONK LAKE,,15,-5,20120118-20171101, 57.6%,20141210-20171101, 62.9%,20160521-20171101, 99.2%
USC00305435,41.6667,-74.7833,338.9,NY,MONGAUP VALLEY,,15,-5,19740901-20210104, 70.0%,19971102-20210104, 55.3%,20090604-20210104, 80.6%
USC00305597,42.7313,-77.9054,268.2,NY,MOUNT MORRIS 2 W,,15,-5,19500609-20210115, 90.5%,19850927-20210115, 91.1%,20030523-20210115, 91.8%
USC00306314,43.4499,-76.5369,98.8,NY,OSWEGO,,15,-5,19480501-20200518, 90.1%,19840509-20200518, 89.1%,20020514-20200518, 89.1%
USC00306623,43.4614,-74.5231,527.3,NY,PISECO,,15,-5,19481001-20110331, 78.5%,19791231-20110331, 71.6%,19950815-20110331, 58.4%
USC00306747,42.3717,-79.4866,246.3,NY,PORTLAND1 SW,,15,-5,20111111-20210201, 98.8%,20160622-20210201, 98.5%,20181012-20210201, 97.4%
USC00306825,41.7167,-73.9333,15.2,NY,POUGHKEEPSIE 1 N,,15,-5,19530219-20140620, 71.3%,19831020-20140620, 63.9%,19990218-20140620, 63.3%
USC00307549,43.1131,-73.5775,36.6,NY,SCHUYLERVILLE,,15,-5,19480501-20140624, 82.2%,19810528-20140624, 68.8%,19971210-20140624, 54.3%
USC00308248,43.8913,-75.0361,515.1,NY,STILLWATER RESERVOIR,,15,-5,19480501-20151019, 82.4%,19820124-20151019, 69.9%,19981206-20151019, 50.7%
USC00308290,43.8389,-76.2675,76.2,NY,STONY POINT 2E,,15,-5,19780701-20100804, 84.9%,19940718-20100804, 86.1%,20020726-20100804, 85.3%
USC00308507,43.8468,-73.4281,96.0,NY,TICONDEROGA B MILL,,15,-5,19610101-20201231, 77.7%,19910101-20201231, 73.9%,20051231-20201231, 80.4%
USC00308586,42.9464,-74.2886,91.4,NY,TRIBES HILL,,15,-5,19480501-20170404, 86.0%,19821017-20170404, 74.5%,20000110-20170404, 63.7%
USC00308839,43.0030,-77.4484,199.3,NY,VICTOR 2NW,,15,-5,19480501-20210201, 38.9%,19840916-20210201, 73.5%,20021124-20210201, 54.4%
USC00308910,42.7392,-78.5878,345.9,NY,WALES,,15,-5,19480701-20210203, 90.7%,19841017-20210203, 92.4%,20021211-20210203, 93.8%
USC00308944,44.1480,-74.9003,460.2,NY,WANAKENA RNGR SCHOOL,,15,-5,19480501-20130415, 87.6%,19801022-20130415, 83.7%,19970117-20130415, 85.4%
USC00309000,43.9761,-75.8753,151.5,NY,WATERTOWN,,15,-5,19480501-20210201, 91.7%,19840916-20210201, 87.9%,20021124-20210201, 85.5%
USW00094790,43.9887,-76.0262,96.9,NY,WATERTOWN AP,,15,-5,20200517-20210201, 48.3%,20200924-20210201, 94.7%,20201128-20210201, 98.5%
USC00309072,42.1173,-77.9475,460.2,NY,WELLSVILLE,,15,-5,19551201-20210202, 92.3%,19880702-20210202, 92.1%,20041017-20210202, 94.5%
USC00309374,44.8418,-74.2828,226.2,NY,WHIPPLEVILLE 2NW,,15,-5,19480501-20201231, 90.2%,19840831-20201231, 92.2%,20021031-20201231, 93.5%
USC00309389,43.5575,-73.4011,36.3,NY,WHITEHALL,,15,-5,19480501-20201231, 88.9%,19840831-20201231, 81.8%,20021031-20201231, 80.3%
USC00309442,42.3419,-75.9653,317.0,NY,WHITNEY POINT DAM,,15,-5,19480501-20201231, 88.5%,19840831-20201231, 83.4%,20021031-20201231, 71.6%
USW00013872,35.5954,-82.5568,682.1,NC,ASHEVILLE,,15,-5,20190829-20210111,100.0%,20200505-20210111, 99.6%,20200907-20210111, 99.2%
USC00310312,35.8922,-81.9352,571.5,NC,ASHFORD,,15,-5,19480601-20190301, 80.7%,19831016-20190301, 86.4%,20010623-20190301, 95.9%
USC00310438,35.4591,-80.1827,182.9,NC,BADIN,,15,-5,19480401-20210209, 89.9%,19840905-20210209, 81.3%,20021123-20210209, 80.4%
USC00310750,35.6542,-79.0706,94.5,NC,B. EVERETT JORDAN DAM,,15,-5,19780701-20210209, 69.4%,19991021-20210209, 68.8%,20100616-20210209, 99.4%
USC00311241,36.0936,-79.4321,195.1,NC,BURLINGTON,,15,-5,19480601-20210209, 81.0%,19841005-20210209, 82.1%,20021208-20210209, 81.3%
USC00311515,35.3333,-79.4000,177.1,NC,CARTHAGE 1 SSE,,15,-5,19580314-20210209, 82.3%,19890827-20210209, 80.4%,20050519-20210209, 77.6%
USC00311881,35.0251,-78.2760,48.2,NC,CLINTON 2 NE,,15,-5,19710201-20210204, 79.8%,19960203-20210204, 71.8%,20080804-20210204, 81.7%
USC00312631,36.4742,-79.7433,206.7,NC,EDEN,,15,-5,19691001-20210106, 79.2%,19950520-20210106, 78.9%,20080313-20210106, 93.9%
USC00312719,36.3096,-76.2050,2.4,NC,ELIZABETH CITY,,15,-5,19541119-20210210, 75.8%,19871231-20210210, 58.6%,20040721-20210210, 48.2%
USC00312732,34.6272,-78.6113,36.6,NC,ELIZABETHTOWN,,15,-5,19480601-20200228, 82.4%,19840415-20200228, 74.4%,20020323-20200228, 69.4%
USC00313017,35.0591,-78.8588,29.3,NC,FAYETTEVILLE (PWC),,15,-5,19720701-20210204, 88.3%,19961018-20210204, 92.4%,20081211-20210204, 97.2%
USC00313638,35.6400,-77.3984,9.8,NC,GREENVILLE,,15,-5,19551011-20210204, 79.9%,19880608-20210204, 79.1%,20041006-20210204, 93.6%
USC00314675,36.2838,-80.3624,268.2,NC,KING,,15,-5,19990701-20210105, 88.2%,20100403-20210105, 84.6%,20150820-20210105, 93.2%
USC00314764,35.4204,-82.1875,317.0,NC,LAKE LURE 2,,15,-5,19480601-20210201, 73.3%,19841001-20210201, 85.2%,20021202-20210201, 92.1%
USC00314860,34.7502,-79.4663,64.0,NC,LAURINBURG,,15,-5,19480601-20210204, 88.7%,19841003-20210204, 87.2%,20021204-20210204, 81.5%
USC00314970,35.8457,-80.2599,231.6,NC,LEXINGTON,,15,-5,19791201-20210209, 82.3%,20000706-20210209, 79.5%,20101023-20210209, 90.7%
USW00013766,35.9172,-75.7024,4.0,NC,MANTEO,,15,-5,19820401-20210202, 62.6%,20010901-20210202, 87.3%,20110519-20210202, 97.5%
USC00315814,35.5938,-80.8391,265.2,NC,MOORESVILLE 2 WNW,,15,-5,19490301-20210202, 90.6%,19850215-20210202, 88.7%,20030209-20210202, 91.5%
USC00315830,34.7336,-76.7357,3.0,NC,MOREHEAD CITY 2 WNW,,15,-5,19480601-20210204, 85.7%,19841003-20210204, 78.4%,20021204-20210204, 95.1%
USC00315890,36.4962,-80.6523,329.2,NC,MOUNT AIRY 2 W,,15,-5,20060505-20210103, 91.0%,20130903-20210103, 91.1%,20170504-20210103, 86.3%
USC00315945,35.4118,-80.4310,219.5,NC,MOUNT PLEASANT,,15,-5,19480601-20210204, 92.2%,19841003-20210204, 89.9%,20021204-20210204, 88.9%
USC00316096,34.7763,-76.8770,9.1,NC,NEWPORT/MOREHEAD CITY WFO,,15,-5,20000730-20210204, 55.1%,20101102-20210204, 97.8%,20151219-20210204, 99.5%
USC00316256,36.1638,-81.1536,341.4,NC,NORTH WILKESBORO,,15,-5,20070523-20190910, 92.5%,20130716-20190910, 90.8%,20160812-20190910, 81.7%
USC00316349,35.1075,-75.9872,1.2,NC,OCRACOKE,,15,-5,20040201-20160901, 53.3%,20100518-20160901, 87.7%,20130710-20160901, 77.3%
USC00317079,35.7908,-78.6988,121.9,NC,RALEIGH STATE UNIV,,15,-5,19480601-20210203, 75.0%,19841002-20210203, 54.4%,20021203-20210203, 78.1%
USC00317319,36.4789,-77.6714,64.0,NC,ROANOKE RAPIDS,,15,-5,19710901-20210203, 73.2%,19960518-20210203, 67.4%,20080925-20210203, 63.4%
USC00317324,36.4087,-80.9954,859.5,NC,ROARING GAP 1 NW,,15,-5,19421001-20180116, 89.9%,19800524-20180116, 84.1%,19990321-20180116, 85.0%
USC00317845,35.3110,-81.5710,249.9,NC,SHELBY 2 NW,,15,-5,19940901-20210131, 92.4%,20071116-20210131, 98.3%,20140624-20210131, 99.9%
USC00319354,34.2572,-78.6872,15.2,NC,WHITEVILLE 5 S,,15,-5,19930701-20110712, 70.8%,20020706-20110712, 78.4%,20070107-20110712, 89.4%
USC00319357,34.4094,-78.7913,27.4,NC,WHITEVILLE 7 NW,,15,-5,20110715-20201231, 82.8%,20160407-20201231, 79.4%,20180819-20201231, 65.7%
USC00319476,35.6939,-77.9461,33.5,NC,WILSON 3 SW,,15,-5,19400801-20210202, 81.9%,19801101-20210202, 85.9%,20001217-20210202, 95.0%
USC00319555,36.1308,-81.2275,326.1,NC,W. KERR SCOTT RESV.,,15,-5,20060901-20201231, 89.5%,20131031-20201231, 96.5%,20170601-20201231, 93.0%
USC00319675,36.1306,-80.5481,266.7,NC,YADKINVILLE 6 E,,15,-5,19480601-20201231, 94.3%,19840915-20201231, 91.0%,20021108-20201231, 89.2%
USC00320022,48.3300,-98.1184,476.4,ND,ADAMS 7 SSW,,15,-6,19770621-20200923, 63.8%,19990206-20200923, 50.5%,20091130-20200923, 55.3%
USC00320189,48.9975,-103.4877,617.8,ND,AMBROSE 3 N,,15,-6,19771116-20210201, 87.0%,19990625-20210201, 81.8%,20100414-20210201, 72.4%
USC00320382,46.0405,-99.3741,613.9,ND,ASHLEY,,15,-6,19480801-20210202, 87.8%,19841101-20210202, 87.3%,20021218-20210202, 83.7%
USC00320450,47.0360,-98.0831,397.2,ND,BALDHILL DAM,,15,-6,19540101-20210105, 92.9%,19870705-20210105, 90.0%,20040405-20210105, 90.8%
USC00320492,47.9180,-100.5400,498.3,ND,BALFOUR 2 SW,,15,-6,19480801-20201231, 86.0%,19841016-20201231, 90.0%,20021123-20201231, 86.6%
USC00320995,46.1936,-103.3714,909.2,ND,BOWMAN,,15,-7,19480801-20210208, 92.0%,19841104-20210208, 92.9%,20021222-20210208, 90.5%
USC00321288,48.4869,-99.1976,451.4,ND,CANDO 1E,,15,-6,19500901-20200922, 78.2%,19850911-20200922, 66.5%,20030318-20200922, 60.9%
USC00321362,47.5088,-99.1211,475.5,ND,CARRINGTON 4 N,,15,-6,19760308-20210202, 88.3%,19980821-20210202, 91.7%,20091111-20210202, 98.4%
USC00321435,48.8624,-97.7015,274.0,ND,CAVALIER 7NW,,15,-6,19770623-20201231, 84.0%,19990328-20201231, 74.6%,20100212-20201231, 60.7%
USC00322188,46.8914,-102.7792,749.8,ND,DICKINSON,,15,-7,19711101-20210201, 84.8%,19960617-20210201, 88.3%,20081009-20210201, 90.3%
USC00322365,47.3466,-102.5869,666.6,ND,DUNN CENTER 1E,,15,-7,19820401-20210202, 73.9%,20010901-20210202, 56.7%,20110519-20210202, 86.7%
USC00323496,46.8116,-101.8302,636.4,ND,GLEN ULLIN,,15,-6,19480801-20161004, 94.2%,19820902-20161004, 93.4%,19990918-20161004, 90.0%
USC00323621,47.9217,-97.0975,253.0,ND,GRAND FORKS UNIV (NWS),,15,-6,19601116-20210106, 78.3%,19901212-20210106, 78.4%,20051224-20210106, 71.8%
USC00323926,47.3111,-98.1856,438.9,ND,HANNAFORD,,15,-6,19480801-20200813, 83.5%,19840807-20200813, 76.7%,20020810-20200813, 63.0%
USC00324083,46.5203,-100.3478,604.1,ND,HAZELTON 4NW,,15,-6,19480801-20210301, 86.7%,19841115-20210301, 89.6%,20030107-20210301, 85.6%
USC00324180,46.0044,-102.6472,823.9,ND,HETTINGER EXP STA,,15,-7,19800811-20210204, 84.6%,20001107-20210204, 86.5%,20101222-20210204, 86.5%
USC00324958,48.7622,-98.3447,492.3,ND,LANGDON EXP FARM,,15,-6,19780919-20201231, 83.0%,19991110-20201231, 81.0%,20100606-20201231, 84.1%
USC00325078,48.2881,-99.4317,466.3,ND,LEEDS,,15,-6,19770620-20070604, 65.1%,19920611-20070604, 48.5%,19991207-20070604, 47.1%
USC00325479,46.8127,-100.9097,533.4,ND,MANDAN EXP STATION,,15,-6,19481001-20210201, 93.9%,19841201-20210201, 92.3%,20030101-20210201, 91.6%
USC00325720,48.5969,-102.9283,677.0,ND,MC GREGOR,,15,-6,19480801-20170601, 90.2%,19821231-20170601, 91.4%,20000316-20170601, 88.9%
USC00325993,48.1802,-101.2963,539.2,ND,MINOT EXP STATION,,15,-6,19520901-20210101, 91.7%,19861101-20210101, 89.7%,20031202-20210101, 89.9%
USC00326015,46.6833,-100.3000,537.1,ND,MOFFIT RAILROAD STN,,15,-6,20201006-20201231, 98.9%,20201118-20201231, 97.7%,20201209-20201231, 95.7%
USC00326105,46.7005,-98.5839,428.2,ND,MONTPELIER,,15,-6,19780417-20210203, 93.8%,19990910-20210203, 96.0%,20100523-20210203, 97.2%
USC00326620,46.1458,-98.0919,403.6,ND,OAKES,,15,-6,19480801-20190619, 86.5%,19840109-20190619, 84.0%,20010928-20190619, 74.0%
USW00014924,48.9713,-97.2414,240.8,ND,PEMBINA,,15,-6,19480801-20191001, 86.2%,19840301-20191001, 88.5%,20011215-20191001, 82.9%
USC00327120,48.0267,-101.9625,638.3,ND,PLAZA,,15,-6,20151004-20190602, 97.5%,20170802-20190602, 94.8%,20180702-20190602, 89.6%
USC00327405,47.8133,-102.0233,602.0,ND,RAUB 5 NNE,,15,-6,19480801-20140902, 86.8%,19810817-20140902, 83.2%,19980223-20140902, 89.6%
USC00327530,46.8886,-102.3191,752.9,ND,RICHARDTON ABBEY,,15,-7,19491201-20210214, 96.5%,19850709-20210214, 96.1%,20030428-20210214, 95.9%
USC00327585,47.4914,-101.3775,598.0,ND,RIVERDALE,,15,-6,19481001-20210201, 93.1%,19841201-20210201, 95.1%,20030101-20210201, 96.4%
USC00327655,48.6297,-99.8069,493.8,ND,ROLETTE 3SE,,15,-6,19491102-20210205, 87.6%,19850620-20210205, 86.0%,20030414-20210205, 87.7%
USC00328792,48.3706,-100.3907,451.1,ND,TOWNER 2 NE,,15,-6,19771005-20210125, 93.2%,19990601-20210125, 94.7%,20100329-20210125, 94.0%
USC00328853,47.3013,-99.9188,640.1,ND,TUTTLE 12NNE,,15,-6,19990201-20121102, 87.1%,20051217-20121102, 91.8%,20090526-20121102, 84.6%
USC00329219,46.0233,-101.5663,630.9,ND,WATAUGA S DAK 8 N,,15,-7,19771019-20191002, 86.6%,19981010-20191002, 81.3%,20090406-20191002, 71.3%
USC00330059,41.1573,-81.5664,228.6,OH,AKRON WPCS,,15,-5,19570301-20210201, 90.4%,19890215-20210201, 89.7%,20050208-20210201, 88.7%
USC00330107,40.9551,-81.1167,321.6,OH,ALLIANCE 3 NNW,,15,-5,19480801-20210201, 82.8%,19841101-20210201, 78.7%,20021217-20210201, 73.5%
USC00330493,40.6335,-81.5577,300.2,OH,BEACH CITY LAKE,,15,-5,19480801-20210202, 79.2%,19841101-20210202, 63.4%,20021218-20210202, 54.7%
USC00330639,41.1169,-81.0094,317.0,OH,BERLIN LAKE,,15,-5,19480801-20210106, 88.0%,19841019-20210106, 84.3%,20021128-20210106, 78.5%
USC00330862,41.3831,-83.6111,205.7,OH,BOWLING GREEN WWTP,,15,-5,19830601-20201231, 80.4%,20020317-20201231, 79.2%,20110809-20201231, 89.2%
USC00331042,41.4619,-84.5272,222.5,OH,BRYAN 2 SE,,15,-5,19700401-20210201, 88.8%,19950901-20210201, 88.1%,20080517-20210201, 88.7%
USC00331197,40.0111,-81.5794,243.8,OH,CAMBRIDGE,,15,-5,19480801-20210212, 68.9%,19841106-20210212, 45.3%,20021225-20210212, 31.9%
USC00331404,40.3000,-82.7000,368.8,OH,CENTERBURG 2,,15,-5,19501101-20210201, 85.2%,19851217-20210201, 85.3%,20030711-20210201, 80.7%
USC00331466,40.7333,-82.3667,312.4,OH,CHARLES MILL LAKE,,15,-5,19480801-20210104, 88.2%,19841018-20210104, 79.5%,20021126-20210104, 65.7%
USC00331536,38.7974,-84.1731,146.3,OH,CHILO MELDAHL LOCKS & DAM,,15,-5,19480801-20210201, 65.8%,19841101-20210201, 45.9%,20021217-20210201, 43.5%
USC00331541,41.0517,-81.9361,359.7,OH,CHIPPEWA LAKE,,15,-5,19510601-20150501, 89.9%,19830516-20150501, 81.4%,19990508-20150501, 74.1%
USC00331592,39.6104,-82.9555,205.7,OH,CIRCLEVILLE,,15,-5,19480801-20210207, 82.8%,19841104-20210207, 70.4%,20021222-20210207, 54.1%
USC00331818,41.9602,-80.5728,195.1,OH,CONNEAUT,,15,-5,19480801-20210203, 73.9%,19841102-20210203, 63.9%,20021219-20210203, 55.3%
USC00332090,39.6254,-83.2132,262.1,OH,DEER CREEK LAKE,,15,-5,20120910-20121013, 32.4%,20120926-20121013, 22.2%,20121004-20121013, 40.0%
USC00332098,41.2783,-84.3847,213.4,OH,DEFIANCE,,15,-5,19671205-20210105, 88.8%,19940621-20210105, 83.8%,20070928-20210105, 86.2%
USC00332124,40.3583,-83.0703,281.6,OH,DELAWARE LAKE,,15,-5,19500401-20210201, 40.0%,19850901-20210201, 78.1%,20030518-20210201, 78.7%
USC00332272,40.5622,-81.4092,283.5,OH,DOVER DAM,,15,-5,19660401-20210208, 67.1%,19930904-20210208, 55.9%,20070523-20210208, 71.2%
USC00332651,39.3477,-84.5897,175.3,OH,FAIRFIELD,,15,-5,19851001-20210201, 85.5%,20030602-20210201, 77.3%,20120402-20210201, 85.5%
USC00332791,41.0461,-83.6622,234.1,OH,FINDLAY WPCC,,15,-5,19480801-20210201, 91.5%,19841101-20210201, 92.7%,20021217-20210201, 87.8%
USC00332974,41.3335,-83.1196,182.9,OH,FREMONT,,15,-5,19480801-20201231, 82.7%,19841016-20201231, 69.1%,20021123-20201231, 69.5%
USC00333021,40.7231,-82.7999,356.6,OH,GALION WATER WORKS,,15,-5,19480801-20210216, 85.5%,19841108-20210216, 75.5%,20021228-20210216, 76.6%
USC00333356,39.3418,-83.3766,261.5,OH,GREENFIELD WWTP,,15,-5,19480901-20210208, 81.2%,19841120-20210208, 72.8%,20021230-20210208, 51.5%
USC00333758,39.2334,-83.6091,290.5,OH,HILLSBORO,,15,-5,19640521-20210219, 84.9%,19921005-20210219, 73.5%,20061213-20210219, 59.6%
USC00334004,39.0791,-82.7064,257.6,OH,JACKSON 3 NW,,15,-5,19600601-20210201, 79.4%,19901002-20210201, 68.8%,20051202-20210201, 77.3%
USC00334403,39.7156,-82.6073,252.1,OH,LANCASTER,,15,-5,19651210-20210201, 84.3%,19930707-20210201, 83.0%,20070420-20210201, 78.3%
USC00334459,39.3691,-84.2398,208.8,OH,LEBANON 4 SE,,15,-5,19661107-20210204, 72.5%,19931221-20210204, 72.2%,20070714-20210204, 76.1%
USC00334473,40.4709,-81.1955,298.7,OH,LEESVILLE LAKE,,15,-5,19670511-20210201, 60.4%,19940322-20210201, 61.5%,20070827-20210201, 56.3%
USC00334551,40.7247,-84.1294,259.1,OH,LIMA WWTP,,15,-5,19900101-20210201, 86.1%,20050718-20210201, 91.5%,20130425-20210201, 92.1%
USC00334672,39.5326,-82.3939,220.1,OH,LOGAN,,15,-5,19480801-20210201, 70.5%,19841101-20210201, 57.7%,20021217-20210201, 51.9%
USC00334681,39.9000,-83.5167,342.0,OH,LONDON 4 W,,15,-5,19890508-20210201, 56.3%,20050321-20210201, 46.8%,20130225-20210201, 91.8%
